Id,Predicted
94911,2533.3586
18526,1467.4531
77323,6180.5186
34652,2753.1191
15723,7689.2563
12647,799.38727
79844,7186.202
28137,15196.761
66632,1126.8191
77474,19089.387
75016,2675.8174
67744,3362.62
32110,3432.8127
98279,2907.517
47777,1242.0635
7540,1962.6844
14161,916.40765
9055,11655.984
87804,995.88776
95397,1413.2703
95946,4715.29
59738,4477.7314
23207,2404.0308
30467,933.5028
53569,30812.338
47356,1051.6149
35654,12267.901
62211,1430.6033
55823,3034.7122
75036,3696.3223
59257,1119.4867
92546,22958.047
44177,1080.978
38802,13626.68
41203,5594.229
74534,1407.6403
3693,14757.495
75709,2476.4937
93177,16018.346
92632,9025.662
25561,4066.3035
71663,1913.9489
65635,841.90344
72477,19721.043
20627,878.84186
73988,1317.4114
13532,4220.012
65566,6195.951
57113,1139.8766
98913,2250.317
4905,880.1583
73741,2703.1667
18072,1807.926
6388,36566.348
86408,715.2389
15062,2691.2546
85846,24020.807
21258,14757.552
58756,7547.044
33387,927.7548
66592,7979.7476
86044,814.7477
18820,1294.8542
87141,16054.102
7874,1094.781
15348,9580.511
49132,11007.841
88862,1707.8308
51494,2195.9211
27341,1404.8173
70665,2820.4778
96640,1934.6556
99940,3079.878
43322,1091.2692
99931,1178.169
68711,3405.4358
86104,7077.2466
99581,836.72504
17519,848.685
33273,6020.202
17027,2850.4172
13928,6789.6616
36782,1231.9688
34520,1804.2435
91300,15565.17
95241,13951.384
66697,12407.541
96565,3820.0845
41458,4149.127
37205,3118.3022
8815,1065.083
10895,15658.372
53928,577.8501
78328,1877.406
18007,4435.3667
67711,2332.39
92808,4316.9526
78556,11944.307
6528,6623.593
76078,1008.44604
25191,11773.39
67205,4898.368
97637,11455.593
24121,789.1554
86343,14865.809
13780,1790.1473
72578,5896.8228
83832,5866.102
44797,2908.159
32009,12712.381
52354,1151.3789
12074,1187.701
12459,7630.99
58786,2360.553
35306,975.9105
86642,2706.9307
13339,2413.654
44221,3003.3926
34359,797.46423
41149,5706.7476
86006,7620.205
21280,3016.5078
86640,7904.8604
22446,3818.846
33782,4607.765
3308,834.89056
98026,2215.321
55026,3786.9707
54871,787.3704
3048,909.5172
92747,6289.935
5311,1446.5863
42871,6484.5938
76608,1179.486
8870,11971.894
96227,712.7647
33375,2875.3813
71941,5592.266
62091,1638.3523
25920,1424.0824
40064,5573.615
74408,904.791
87966,8254.5625
85559,3984.484
95003,7785.7363
81811,637.6192
15374,5141.3926
85658,1154.9102
85208,10887.079
27577,10880.913
76489,2992.5166
23419,3340.0369
82887,869.02026
33487,2889.15
28352,2232.3533
37559,3446.2712
13948,5587.6016
13576,4871.3994
56458,1667.5039
1787,2267.7305
6048,46357.87
39163,995.3712
53373,11776.23
18019,3881.1523
9622,3072.5378
15146,1733.2494
51711,7886.209
1616,19311.129
33757,979.8044
48384,650.93066
80894,12558.958
20234,10210.107
93723,1924.753
45611,7816.261
15333,4509.611
63541,2466.566
89346,11019.679
27523,1073.9869
585,6338.1494
2659,1826.6903
31638,563.19006
27653,5703.4995
69666,835.40704
31626,4568.0195
19352,1831.6559
40316,1142.0126
39959,16023.066
63130,2144.385
16055,2309.5923
30275,681.1628
31251,1550.0569
9123,11906.765
29786,947.318
25120,4133.3057
46098,1338.2009
49920,826.563
71921,601.9338
87630,7479.7617
29729,8446.422
64115,15007.915
97073,4221.0547
80924,482.4767
7005,7540.0513
56807,990.4539
34430,1171.0764
51825,2047.9102
41230,10169.032
52135,6636.0864
58899,1023.85693
39695,4137.2217
65867,16124.423
21515,2601.2915
53352,917.46265
68248,5395.45
84731,2364.754
98631,1000.24
55012,3642.1443
9442,992.43805
74908,18988.49
71244,10650.947
95095,10739.316
71030,1490.5004
75685,1435.2256
59827,1222.7026
20710,2064.1453
19236,7904.3403
13567,6890.8105
71579,5151.277
80759,2835.6191
53814,2974.323
13656,3519.8408
15861,12387.146
66946,1159.0098
6392,15484.288
16439,12074.331
55668,3706.2056
83349,16655.523
61028,16096.659
61713,8626.873
2826,4340.9634
5787,2272.6787
54119,922.72
56365,1785.6075
84560,11826.0205
74668,937.79297
82073,32674.62
74662,7139.5054
11120,11336.674
56476,8198.476
18703,2376.602
751,976.68933
43384,651.4197
66795,9906.986
28530,1915.1877
6480,2374.3694
82027,2424.6194
25394,1049.5955
17226,2164.675
79832,1419.4324
49541,14658.286
81793,8944.755
93160,2348.7031
13965,698.62476
62374,18992.31
2341,1901.4539
43743,6010.14
56320,14868.673
35457,1052.4446
14846,10908.343
45062,1105.863
10092,5797.0854
81762,10533.217
86679,802.07526
99322,930.6104
19218,4987.145
67879,5772.9487
44554,7436.9707
54765,1006.8038
2970,2083.8235
14778,3209.669
34280,42037.184
97170,25193.762
97099,2825.5623
39029,944.75616
92230,8520.522
80182,810.6156
94234,1824.3793
22358,3087.262
81561,1578.694
69692,4695.51
56867,1384.9528
68265,3092.23
96376,4706.0444
81022,4184.7646
7040,5871.2344
92657,1112.2933
71668,7530.2993
39145,1109.8129
32996,14582.213
66478,3438.2021
93446,3150.126
84375,755.3704
65992,11460.281
65979,9368.419
20125,14991.007
44814,2640.7432
34621,26466.24
66131,9859.614
93730,802.87427
64644,2420.6328
90561,1638.8485
6646,8550.103
1046,896.1131
8917,12818.612
73756,840.7076
23907,2193.509
59939,21063.932
60423,11807.2
54699,4486.6094
10363,837.1373
3453,3015.458
25195,1992.3578
43672,2839.6838
36844,693.1093
12209,1167.6449
26310,2118.8896
53728,20848.969
66744,1019.95966
21685,10856.545
96555,2503.097
53409,11147.65
14911,2529.1704
27578,3528.7173
87177,770.5255
59893,1217.2507
78897,2385.732
76465,5414.1553
88088,679.03766
13384,19404.635
45959,1108.2692
12180,2077.1855
53923,5074.007
66015,799.1555
39221,3626.907
16041,5630.4644
31471,1025.3584
18458,2681.6982
37212,5537.92
8479,3032.7766
59914,6922.704
69419,7525.188
97167,3821.6184
90590,669.1145
6925,2178.8625
8497,689.19574
2269,2538.2812
33106,17104.682
73493,14077.041
55234,17903.344
76288,927.3851
27073,2398.187
89524,864.9601
60400,1629.2452
50105,556.2655
86733,9782.765
55431,627.5127
16663,795.5102
44311,7071.93
30060,1694.4927
40454,4144.259
95597,1863.5466
77242,2360.3132
3028,2110.77
87593,933.65283
29593,13733.215
66030,985.2432
83105,6528.1714
82437,1157.6449
51609,857.1885
44692,732.1004
87531,2622.3276
55311,32390.088
51486,1614.4863
68406,3425.1965
59455,4352.633
35523,818.66266
12627,3749.2888
49752,824.8074
32109,3418.1318
5334,1979.5641
41392,2474.736
88893,3253.0925
85526,19436.137
91457,8719.52
78822,19438.084
60777,2884.7668
71814,1004.0619
26051,1134.0372
99511,902.19745
66928,2306.403
65599,6609.1685
59396,1401.629
98149,7745.944
6052,10165.793
64268,2066.6963
38283,4975.1694
76555,3189.1772
64547,1756.9656
60377,950.5424
10051,3109.4497
10733,2078.4824
61503,1781.1686
80363,4399.0127
52863,1001.3672
61973,1152.3055
76604,2281.936
7385,8099.19
15770,2388.0298
17306,2169.3044
38058,10467.196
41983,1552.7045
46873,13070.9
3983,731.1306
89413,7145.5405
37324,2733.3855
10426,895.2734
62700,3099.6646
44890,10941.996
73832,2955.431
1779,4397.1797
54938,2042.2903
67633,13178.983
1023,1733.1014
98151,9416.431
25817,1118.842
1965,4206.5435
55481,4068.464
16812,2296.0093
48507,3384.2458
74505,2061.763
54706,3239.5447
72036,16819.805
87263,4080.401
65870,3668.0295
30338,754.8674
66035,3535.3228
14284,8347.19
29157,693.77295
7007,1165.7284
41573,2040.5819
66309,4174.4727
49270,1367.8982
6320,800.3988
3168,2308.3613
65543,892.33563
13930,1198.8888
28492,10960.869
76871,25765.87
41246,2896.3335
67013,3602.8647
46697,3349.0122
57382,77149.25
73283,4491.9995
88715,18554.035
46069,11514.663
58186,9275.199
88649,10677.339
89707,3566.923
10743,1230.433
99423,4388.3486
84067,9382.019
73383,11504.269
8414,1064.8738
97066,4801.4585
31498,21038.195
45121,5234.2197
56546,2141.6372
26065,3129.2114
39836,2228.8848
43579,4868.3716
92466,29121.723
8548,5801.3276
40308,3136.615
76369,5190.4414
79601,4728.1733
61844,3129.9814
40698,3096.1282
42300,750.42004
44619,1728.1007
3290,921.37854
32407,1678.2216
58874,1212.4808
49155,7290.1436
81014,4503.71
32787,9329.6
51606,2579.173
49638,2851.4873
95042,10778.439
78908,2933.6807
7353,9342.385
92421,12513.182
68869,1032.4807
34045,608.48694
81682,4050.4043
27720,2039.8016
71283,1630.6248
41375,12837.452
76795,1734.7212
66434,726.47974
24662,2597.7427
56409,8138.4766
56075,12409.387
46302,684.18494
27861,6188.2095
85361,3127.168
51169,2259.1997
46033,10950.525
97154,3431.572
41675,8328.798
51482,1167.1774
39806,2721.304
30112,3334.3528
90745,4607.91
28897,945.16034
6279,907.8893
28478,2040.5234
27586,4773.385
67290,927.2922
72533,10055.42
79343,1664.0773
28039,3398.0586
63554,2552.6912
85085,510.60446
74284,8984.415
67898,6570.2744
94301,3263.81
20887,1967.7607
84530,913.69495
99058,3909.7764
33897,1510.3793
44830,621.2453
60636,16928.734
61512,2688.7085
60148,684.5919
94850,779.87744
4623,2502.079
95672,9524.83
22848,10346.118
45134,509.63538
54472,1121.192
37376,1198.8134
30600,5674.5435
53854,6450.904
22398,924.5085
9483,5908.4355
30125,1341.0109
49066,1005.7774
97513,1623.3678
28674,5878.9385
58206,5040.781
18580,3268.018
46396,843.74084
16692,2869.0732
35071,14636.411
32294,15118.874
19422,14573.816
92152,11397.826
25326,5202.752
82137,959.5648
32351,3073.5195
1735,9558.525
40370,2546.5603
69751,5679.151
45885,4672.228
53130,909.27783
48249,2514.2278
48734,2519.8699
43009,841.8468
43754,7622.7783
93739,4135.494
75271,3081.238
54955,15034.288
61919,1110.6234
422,11780.432
25116,7137.429
87768,8463.233
44738,7858.011
2630,3514.6184
50323,868.90295
11719,820.4283
76075,6588.1816
73170,1133.9102
55766,7386.2983
87887,11936.199
91585,890.0205
48105,1149.9014
74859,1100.8691
29415,944.2454
71718,1244.0034
56500,6084.7915
24095,2550.202
1038,4528.7295
18199,2686.056
77966,4658.045
82962,21948.252
75753,696.73016
81443,15584.97
66947,9231.016
52473,6608.904
21577,4359.616
17838,10255.417
43597,16353.638
28999,931.58673
64234,1082.5167
51847,1044.6074
33286,2261.159
68880,727.391
10817,898.6801
32244,2792.8792
30553,3095.9126
22256,9406.7
30518,5023.178
94741,4251.8936
57955,6533.565
59760,7217.5625
18183,960.26013
24902,715.1369
64230,833.74164
99062,5067.4014
16305,4026.7063
81823,570.79663
3988,1229.7566
64820,11809.205
36956,8875.146
27411,1212.0468
94421,2048.042
8235,2403.3455
2792,1432.2386
41336,4721.113
89917,955.4197
42944,4913.7236
10313,1604.0304
62402,7960.198
93249,4647.1606
92240,3998.637
51679,10706.624
35802,9028.856
77659,1135.2946
72784,7307.4546
31651,7195.0073
25956,1016.33307
39396,1661.2255
49803,36062.8
78340,5790.742
6145,2184.5103
67869,17571.936
4102,6941.095
94566,3245.0083
85611,3181.2642
95886,2423.051
91056,4894.9355
47522,18201.746
16384,30475.152
4287,774.536
13,4111.055
45290,1163.2003
9926,1407.508
15657,825.6884
44761,6434.5967
45649,1401.464
42152,7553.301
78722,772.979
16324,3233.0972
22823,4993.9985
4333,1115.9005
73388,14889.148
25917,2159.163
57725,2170.342
93202,1005.424
39480,1041.1682
56833,4253.297
65672,5489.7114
30733,4464.9814
48139,6558.849
32770,1119.1937
41111,1352.762
50342,3035.3054
47132,1173.3905
60422,689.66254
64352,6938.7256
27979,883.87366
43616,1703.0824
9389,17409.8
78859,5661.581
8634,2935.7266
4993,1413.6031
11368,2588.2505
28368,14200.349
74346,1059.6996
90734,1068.9784
31039,675.4766
38039,7021.1665
73951,13576.234
96162,2786.6587
67915,7633.822
40208,7618.832
73999,4212.5693
14574,5294.141
80179,17479.893
78958,1210.8689
75273,3096.8574
17671,959.5305
54891,4097.645
68186,863.9947
72928,4201.5522
90262,36645.383
